name,full_name,stars,forks,watchers,open_issues,size,has_wiki,has_projects,has_downloads,is_fork,archived,created_at,updated_at,pushed_at,language,license,subscribers_count,contributors_count,commits_count,readme_size
SpringAll,wuyouzhuguli/SpringAll,28769,8180,28769,34,1069,1,1,1,0,0,2018-05-02T02:48:44Z,2025-05-04T04:46:56Z,2024-05-31T14:56:35Z,Java,mit,30,2,30,8950
jan,menloresearch/jan,28764,1702,28764,126,1103650,1,1,1,0,0,2023-08-17T02:17:10Z,2025-05-04T07:07:14Z,2025-05-02T13:56:35Z,TypeScript,agpl-3.0,30,30,30,10109
react-three-fiber,pmndrs/react-three-fiber,28743,1681,28743,91,25769,0,1,1,0,0,2019-02-25T14:31:51Z,2025-05-04T04:08:28Z,2025-04-21T22:41:56Z,TypeScript,mit,30,30,30,14439
handson-ml2,ageron/handson-ml2,28740,12988,28740,227,154110,1,1,1,0,0,2019-01-08T03:49:07Z,2025-05-04T01:11:31Z,2024-06-13T08:10:24Z,Jupyter Notebook,apache-2.0,30,30,30,5533
Clone-Wars,GorvGoyl/Clone-Wars,28728,2562,28728,22,1904,1,1,1,0,0,2020-12-02T11:10:16Z,2025-05-04T02:49:01Z,2024-08-06T12:31:36Z,,agpl-3.0,30,30,30,138010
docling,docling-project/docling,28711,1769,28711,340,77769,0,1,1,0,0,2024-07-09T07:50:26Z,2025-05-04T07:21:36Z,2025-05-02T13:05:55Z,Python,mit,30,30,30,6771
stb,nothings/stb,28684,7818,28684,314,5771,0,1,1,0,0,2014-05-25T16:51:23Z,2025-05-04T07:15:05Z,2025-03-14T18:32:23Z,C,other,30,30,30,9332
xxl-job,xuxueli/xxl-job,28679,11152,28679,700,37809,1,1,1,0,0,2015-11-28T12:59:34Z,2025-05-03T18:59:45Z,2025-04-30T11:43:01Z,Java,gpl-3.0,30,30,30,45681
tinygrad,tinygrad/tinygrad,28659,3320,28659,192,77299,0,1,1,0,0,2020-10-18T16:23:12Z,2025-05-04T06:25:50Z,2025-05-03T22:05:56Z,Python,mit,30,30,30,8683
llama3,meta-llama/llama3,28659,3371,28659,209,569,0,1,1,0,0,2024-03-15T17:57:00Z,2025-05-04T06:49:15Z,2025-01-26T21:39:06Z,Python,other,30,25,30,9583
react-spring,pmndrs/react-spring,28649,1206,28649,121,675894,0,1,1,0,0,2018-03-07T15:39:32Z,2025-05-03T18:01:57Z,2025-05-03T00:02:01Z,TypeScript,mit,30,30,30,3523
plyr,sampotts/plyr,28633,3073,28633,916,65933,0,0,1,0,0,2015-02-14T11:33:07Z,2025-05-04T03:25:57Z,2024-06-29T18:16:28Z,JavaScript,mit,30,30,30,98727
tuning_playbook,google-research/tuning_playbook,28629,2349,28629,12,1837,0,0,1,0,0,2023-01-18T23:32:32Z,2025-05-04T06:38:40Z,2024-06-18T00:25:53Z,,other,30,14,30,119966
slick,kenwheeler/slick,28628,5876,28628,1401,3700,0,1,1,0,0,2014-03-24T02:10:05Z,2025-05-02T14:32:51Z,2025-03-21T21:07:45Z,JavaScript,mit,30,30,30,11983
linkedin-skill-assessments-quizzes,Ebazhanov/linkedin-skill-assessments-quizzes,28620,13225,28620,84,154655,0,1,1,0,0,2019-07-13T19:52:56Z,2025-05-03T22:08:07Z,2024-12-26T04:11:23Z,,agpl-3.0,30,30,30,740266
OCRmyPDF,ocrmypdf/OCRmyPDF,28597,1940,28597,133,66730,1,1,1,0,0,2013-12-20T08:26:28Z,2025-05-04T06:55:59Z,2025-04-28T11:23:43Z,Python,mpl-2.0,30,30,30,8693
trilium,zadam/trilium,28568,1932,28568,909,134395,1,0,1,0,0,2017-05-23T00:30:20Z,2025-05-04T07:24:48Z,2024-08-08T21:39:01Z,JavaScript,agpl-3.0,30,30,30,6674
ink,vadimdemedes/ink,28541,656,28541,82,1532,0,1,1,0,0,2017-06-12T06:12:28Z,2025-05-04T07:36:23Z,2025-04-29T10:51:47Z,TypeScript,mit,30,30,30,49603
mem0,mem0ai/mem0,28505,2716,28505,313,36544,0,1,1,0,0,2023-06-20T08:58:36Z,2025-05-04T07:34:31Z,2025-05-03T09:47:10Z,Python,apache-2.0,30,30,30,6465
glances,nicolargo/glances,28494,1579,28494,191,45021,1,1,1,0,0,2011-12-04T08:49:15Z,2025-05-04T07:19:12Z,2025-05-02T13:04:13Z,Python,other,30,30,30,18060
tokio,tokio-rs/tokio,28479,2615,28479,368,14614,0,0,1,0,0,2016-09-09T22:31:36Z,2025-05-04T02:42:52Z,2025-05-02T22:21:33Z,Rust,mit,30,30,30,9179
mantine,mantinedev/mantine,28477,2023,28477,29,162529,0,0,1,0,0,2021-01-07T14:02:19Z,2025-05-04T05:33:17Z,2025-05-02T09:14:22Z,TypeScript,mit,30,30,30,3610
textual,Textualize/textual,28477,881,28477,216,449707,1,1,1,0,0,2021-04-08T15:24:47Z,2025-05-04T04:51:53Z,2025-05-02T16:14:48Z,Python,mit,30,30,30,5985
vuex,vuejs/vuex,28461,9563,28461,144,16581,0,1,1,0,0,2015-07-16T04:21:26Z,2025-05-03T07:57:26Z,2024-09-25T13:26:41Z,JavaScript,mit,30,30,30,2765
restic,restic/restic,28461,1601,28461,451,69163,0,1,1,0,0,2014-04-27T14:07:58Z,2025-05-04T06:44:04Z,2025-05-01T23:05:08Z,Go,bsd-2-clause,30,30,30,5706
machine-learning-for-software-engineers,ZuzooVn/machine-learning-for-software-engineers,28450,6226,28450,30,471,1,1,1,0,0,2016-10-09T21:20:25Z,2025-05-04T03:10:52Z,2024-06-11T04:49:29Z,,cc-by-sa-4.0,30,30,30,38229
spring-cloud-alibaba,alibaba/spring-cloud-alibaba,28440,8406,28440,265,55608,1,1,1,0,0,2017-12-01T20:49:15Z,2025-05-03T06:07:04Z,2024-12-04T01:22:42Z,Java,apache-2.0,30,30,30,10585
viper,spf13/viper,28437,2050,28437,517,1624,1,1,1,0,0,2014-04-02T14:33:33Z,2025-05-04T07:19:43Z,2025-05-02T17:34:26Z,Go,mit,30,30,30,29635
programmer-job-blacklist,shengxinjing/programmer-job-blacklist,28417,1811,28417,168,1141,1,1,1,0,0,2016-06-25T06:09:10Z,2025-05-03T20:30:41Z,2024-06-09T14:56:42Z,Shell,mit,30,25,30,9379
motion,motiondivision/motion,28389,953,28389,276,1139691,0,0,1,0,0,2018-11-16T09:48:38Z,2025-05-04T07:16:19Z,2025-05-02T11:23:21Z,TypeScript,mit,30,30,30,3656
android_guides,codepath/android_guides,28364,6323,28364,162,1100,1,1,1,0,0,2013-06-19T10:24:45Z,2025-05-04T06:11:56Z,2024-12-31T19:40:50Z,,mit,30,9,30,5366
JavaScript30,wesbos/JavaScript30,28348,39222,28348,60,46985,1,1,1,0,0,2016-12-07T19:15:31Z,2025-05-04T07:04:19Z,2025-01-07T12:29:05Z,HTML,,30,30,30,10247
Complete-Python-3-Bootcamp,Pierian-Data/Complete-Python-3-Bootcamp,28325,86534,28325,248,37125,1,1,1,0,0,2018-02-12T19:30:10Z,2025-05-04T05:50:15Z,2024-08-09T22:16:00Z,Jupyter Notebook,,30,3,30,248
DeepFaceLive,iperov/DeepFaceLive,28322,474,28322,1,1540184,0,1,1,0,1,2020-12-15T12:19:22Z,2025-05-04T06:19:29Z,2024-11-08T03:07:42Z,Python,gpl-3.0,30,8,30,10162
immer,immerjs/immer,28300,861,28300,54,5838,1,1,1,0,0,2017-12-29T12:25:47Z,2025-05-04T05:26:51Z,2024-09-19T07:46:06Z,JavaScript,mit,30,30,30,1881
async,caolan/async,28236,2403,28236,12,7883,1,1,1,0,0,2010-06-01T21:01:30Z,2025-05-01T20:28:34Z,2025-05-01T15:14:00Z,JavaScript,mit,30,30,30,3217
Xray-core,XTLS/Xray-core,28234,4246,28234,29,6363,1,1,1,0,0,2020-11-09T11:23:10Z,2025-05-04T07:33:31Z,2025-04-30T17:59:52Z,Go,mpl-2.0,30,30,30,7485
1Panel,1Panel-dev/1Panel,28222,2447,28222,651,85817,0,0,1,0,0,2022-07-19T15:44:52Z,2025-05-04T06:20:57Z,2025-05-04T03:55:54Z,Go,gpl-3.0,30,30,30,6189
the-super-tiny-compiler,jamiebuilds/the-super-tiny-compiler,28218,2880,28218,17,41,1,1,1,0,0,2016-03-11T04:19:18Z,2025-05-04T01:17:31Z,2024-02-19T12:33:21Z,JavaScript,cc-by-4.0,30,5,13,1481
AdGuardHome,AdguardTeam/AdGuardHome,28192,1990,28192,1116,21871,1,1,1,0,0,2016-07-06T10:31:47Z,2025-05-04T05:51:09Z,2025-04-30T12:58:16Z,Go,gpl-3.0,30,30,30,22553
os-tutorial,cfenollosa/os-tutorial,28185,3377,28185,122,152,1,1,1,0,0,2014-09-29T08:39:34Z,2025-05-04T01:32:32Z,2024-07-25T10:57:29Z,C,bsd-3-clause,30,10,30,4175
xstate,statelyai/xstate,28163,1298,28163,153,269833,0,1,1,0,0,2015-09-14T15:04:15Z,2025-05-04T06:18:04Z,2025-05-02T11:07:36Z,TypeScript,mit,30,30,30,16554
data-science-ipython-notebooks,donnemartin/data-science-ipython-notebooks,28145,7974,28145,39,49025,1,1,1,0,0,2015-01-23T19:38:29Z,2025-05-03T08:26:01Z,2024-03-20T13:52:34Z,Python,other,30,12,30,43957
reverse-interview,viraptor/reverse-interview,28135,2119,28135,24,282,1,1,1,0,0,2019-09-08T13:38:40Z,2025-05-03T03:29:04Z,2025-02-19T22:41:18Z,,other,30,30,30,12171
druid,alibaba/druid,28130,8589,28130,2249,88585,1,0,1,0,0,2011-11-03T05:12:51Z,2025-05-02T18:38:09Z,2025-04-24T14:33:33Z,Java,apache-2.0,30,30,30,1549
backbone,jashkenas/backbone,28110,5367,28110,61,27619,1,1,1,0,0,2010-09-30T19:41:28Z,2025-05-04T05:40:18Z,2025-04-01T11:14:31Z,JavaScript,mit,30,30,30,2264
wails,wailsapp/wails,28081,1367,28081,282,181828,0,1,1,0,0,2018-12-15T23:14:06Z,2025-05-04T07:12:23Z,2025-05-01T22:07:54Z,Go,mit,30,30,30,7249
nginxconfig.io,digitalocean/nginxconfig.io,28076,2071,28076,60,9520,0,0,1,0,0,2018-01-05T14:21:14Z,2025-05-04T02:17:07Z,2024-12-14T10:56:21Z,JavaScript,mit,30,30,30,5964
Jobs_Applier_AI_Agent_AIHawk,feder-cr/Jobs_Applier_AI_Agent_AIHawk,28058,4201,28058,42,112,0,0,1,0,0,2024-08-04T12:15:06Z,2025-05-04T06:59:17Z,2025-05-03T19:46:29Z,Python,agpl-3.0,30,9,30,620
ChatGPT,acheong08/ChatGPT,28053,4484,28053,11,1935,1,1,1,0,1,2022-12-03T14:35:24Z,2025-05-04T06:23:26Z,2023-08-02T06:02:10Z,Python,gpl-2.0,30,30,30,6356
hosts,StevenBlack/hosts,28020,2310,28020,94,1386788,1,1,1,0,0,2012-04-12T20:22:50Z,2025-05-04T07:07:13Z,2025-05-01T00:59:30Z,Python,mit,30,30,30,42091
vue-vben-admin,vbenjs/vue-vben-admin,28008,7594,28008,78,39449,1,1,1,0,0,2020-07-11T02:29:21Z,2025-05-04T07:39:10Z,2025-05-03T23:33:41Z,Vue,mit,30,30,30,6091
TrackersListCollection,XIU2/TrackersListCollection,27987,1676,27987,1,14815,0,0,1,0,0,2019-10-03T15:55:07Z,2025-05-04T06:00:59Z,2025-05-04T00:10:49Z,,gpl-3.0,30,5,30,5888
exo,exo-explore/exo,27953,1737,27953,396,12294,0,1,1,0,0,2024-06-24T18:36:22Z,2025-05-04T07:01:15Z,2025-03-21T22:23:32Z,Python,gpl-3.0,30,30,30,11107
drizzle-orm,drizzle-team/drizzle-orm,27933,848,27933,1492,37841,1,1,1,0,0,2021-06-24T09:03:05Z,2025-05-04T07:36:54Z,2025-05-04T07:40:17Z,TypeScript,apache-2.0,30,30,30,3219
applied-ml,eugeneyan/applied-ml,27923,3743,27923,2,397,1,1,1,0,0,2020-07-04T18:57:47Z,2025-05-04T06:51:56Z,2024-07-18T22:41:02Z,,mit,30,30,30,104720
react-select,JedWatson/react-select,27903,4145,27903,458,19745,0,1,1,0,0,2014-08-26T04:27:45Z,2025-05-02T12:03:20Z,2025-03-09T03:12:08Z,TypeScript,mit,30,30,30,6070
mindsdb,mindsdb/mindsdb,27898,4961,27898,158,257560,1,1,1,0,0,2018-08-02T17:56:45Z,2025-05-04T05:28:00Z,2025-05-03T21:52:46Z,Python,other,30,30,30,8162
90DaysOfDevOps,MichaelCade/90DaysOfDevOps,27894,6437,27894,10,374874,1,1,1,0,0,2021-12-26T13:55:18Z,2025-05-04T05:57:06Z,2025-02-10T11:30:55Z,Shell,other,30,30,30,3980
mobx,mobxjs/mobx,27864,1783,27864,66,20077,1,0,1,0,0,2015-03-14T14:31:38Z,2025-05-04T05:26:48Z,2025-04-07T19:52:43Z,TypeScript,mit,30,30,30,13278
gitbook,GitbookIO/gitbook,27863,3958,27863,73,361373,0,0,1,0,0,2014-03-31T03:01:56Z,2025-05-04T07:22:06Z,2025-05-02T17:41:37Z,TypeScript,gpl-3.0,30,26,30,8097
dragonfly,dragonflydb/dragonfly,27852,1030,27852,239,14260,0,1,1,0,0,2021-12-11T10:00:42Z,2025-05-04T05:59:17Z,2025-05-03T14:21:24Z,C++,other,30,30,30,16759
waifu2x,nagadomi/waifu2x,27844,2704,27844,155,709513,1,0,1,0,0,2015-05-17T07:29:15Z,2025-05-04T04:51:35Z,2023-05-04T00:50:48Z,Lua,mit,30,30,30,8273
Charts,ChartsOrg/Charts,27838,6029,27838,996,192506,1,1,1,0,0,2015-03-20T10:49:12Z,2025-05-03T20:12:34Z,2024-08-19T06:17:16Z,Swift,apache-2.0,30,30,30,13296
helm,helm/helm,27820,7222,27820,805,23725,1,1,1,0,0,2015-10-06T01:07:32Z,2025-05-04T01:42:52Z,2025-04-29T21:45:46Z,Go,apache-2.0,30,30,30,4393
firecracker,firecracker-microvm/firecracker,27779,1921,27779,78,34693,0,1,1,0,0,2017-10-19T06:18:47Z,2025-05-04T07:02:02Z,2025-05-02T11:59:07Z,Rust,apache-2.0,30,30,30,8013
twenty,twentyhq/twenty,27756,3094,27756,175,274501,0,1,1,0,0,2022-12-01T13:04:40Z,2025-05-04T03:48:06Z,2025-05-03T11:31:33Z,TypeScript,other,30,30,30,8741
vhr,lenve/vhr,27740,10306,27740,213,8480,1,1,1,0,0,2018-01-04T08:57:51Z,2025-05-04T07:06:27Z,2024-11-25T00:07:39Z,Java,,30,2,30,13383
headscale,juanfont/headscale,27702,1490,27702,107,13918,0,1,1,0,0,2020-06-21T09:21:05Z,2025-05-04T07:38:08Z,2025-05-04T00:25:08Z,Go,bsd-3-clause,30,30,30,5225
refined-github,refined-github/refined-github,27671,1563,27671,138,25341,1,0,1,0,0,2016-02-15T16:45:02Z,2025-05-04T07:38:11Z,2025-04-25T06:37:56Z,TypeScript,mit,30,30,30,48667
data-engineer-handbook,DataExpert-io/data-engineer-handbook,27630,5637,27630,21,58282,1,1,1,0,0,2023-11-19T19:47:41Z,2025-05-04T07:23:10Z,2025-05-02T23:43:01Z,Jupyter Notebook,,30,30,30,25213
ResumeSample,geekcompany/ResumeSample,27619,8981,27619,12,25,1,1,1,0,0,2014-09-08T08:08:13Z,2025-05-04T03:26:44Z,2024-08-14T10:20:23Z,,,30,3,27,831
Python-programming-exercises,zhiwehu/Python-programming-exercises,27616,6896,27616,157,779,1,1,1,0,0,2012-06-14T07:56:46Z,2025-05-04T06:45:09Z,2025-04-28T14:03:44Z,,,30,2,27,872
python-fire,google/python-fire,27611,1449,27611,159,6223,0,1,0,0,0,2017-02-21T21:35:07Z,2025-05-03T19:54:27Z,2025-05-01T08:56:46Z,Python,other,30,30,30,4049
yapi,YMFE/yapi,27572,4826,27572,1606,232820,0,0,1,0,0,2016-05-30T09:09:09Z,2025-05-02T15:14:50Z,2024-08-12T09:29:34Z,JavaScript,apache-2.0,30,30,30,6118
turborepo,vercel/turborepo,27571,1975,27571,134,773899,0,0,1,0,0,2021-10-05T17:37:11Z,2025-05-04T07:10:12Z,2025-05-03T05:00:19Z,Rust,mit,30,30,30,2630
Avalonia,AvaloniaUI/Avalonia,27528,2371,27528,1651,186453,1,1,1,0,0,2013-12-05T20:13:21Z,2025-05-03T21:57:42Z,2025-05-01T15:30:29Z,C#,mit,30,30,30,8111
jumpserver,jumpserver/jumpserver,27515,5470,27515,63,96603,0,1,1,0,0,2014-07-04T03:54:59Z,2025-05-03T21:33:59Z,2025-04-30T09:21:41Z,Python,gpl-3.0,30,30,30,10610
dnSpy,dnSpy/dnSpy,27513,5269,27513,185,35047,1,0,1,0,1,2015-07-01T16:05:10Z,2025-05-04T07:15:37Z,2020-12-20T23:55:15Z,C#,,30,25,30,4308
aos,michalsnik/aos,27509,2633,27509,373,1465,1,1,1,0,0,2015-07-09T17:49:00Z,2025-05-04T07:25:40Z,2024-03-26T15:58:43Z,JavaScript,mit,30,17,30,10772
Daily-Interview-Question,Advanced-Frontend/Daily-Interview-Question,27490,3283,27490,264,199,1,1,1,0,0,2019-01-19T10:49:00Z,2025-05-01T20:31:30Z,2020-11-09T01:07:00Z,JavaScript,,30,6,30,8522
tdesktop,telegramdesktop/tdesktop,27475,5512,27475,893,245310,1,0,1,0,0,2014-05-02T12:36:31Z,2025-05-04T05:15:31Z,2025-05-03T11:46:46Z,C++,other,30,30,30,5142
k6,grafana/k6,27455,1349,27455,763,67938,0,0,1,0,0,2016-03-21T15:30:24Z,2025-05-04T05:27:17Z,2025-05-03T10:06:40Z,Go,agpl-3.0,30,30,30,6981
python-telegram-bot,python-telegram-bot/python-telegram-bot,27431,5634,27431,22,16469,1,1,1,0,0,2015-07-07T15:30:39Z,2025-05-04T06:15:59Z,2025-05-03T20:10:05Z,Python,gpl-3.0,30,30,30,14012
rust-course,sunface/rust-course,27429,2380,27429,61,11771,1,1,1,0,0,2018-08-07T05:01:21Z,2025-05-04T06:47:18Z,2025-04-25T05:51:17Z,Rust,,30,30,30,7258
underscore,jashkenas/underscore,27388,5501,27388,52,7048,1,1,1,0,0,2009-10-25T18:31:06Z,2025-05-04T03:35:49Z,2025-04-09T15:56:55Z,JavaScript,mit,30,30,30,1846
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,27344,7921,27344,206,172065,1,1,1,0,0,2013-01-14T15:46:28Z,2025-05-04T07:23:54Z,2024-06-25T20:42:58Z,Jupyter Notebook,mit,30,30,30,18941
Web,qianguyihao/Web,27343,6221,27343,79,7526,1,1,1,0,0,2017-01-03T11:44:33Z,2025-05-04T03:49:27Z,2025-02-24T05:21:42Z,,other,30,1,30,2030
weui,Tencent/weui,27308,6386,27308,61,11559,1,1,1,0,0,2014-12-18T04:09:54Z,2025-05-03T13:00:17Z,2024-12-23T10:01:07Z,HTML,other,30,23,30,1590
swagger-ui,swagger-api/swagger-ui,27296,9074,27296,1280,623395,1,1,1,0,0,2011-07-15T22:56:39Z,2025-05-04T07:01:41Z,2025-04-30T23:18:43Z,JavaScript,apache-2.0,30,30,30,8646
openssl,openssl/openssl,27295,10516,27295,1981,285401,1,1,1,0,0,2013-01-15T22:34:48Z,2025-05-04T06:57:22Z,2025-05-04T06:59:12Z,C,apache-2.0,30,30,30,8183
kitty,kovidgoyal/kitty,27287,1069,27287,22,62674,1,1,1,0,0,2016-10-16T14:48:28Z,2025-05-04T06:34:14Z,2025-05-04T02:37:21Z,Python,gpl-3.0,30,30,30,759
commander.js,tj/commander.js,27280,1711,27280,12,3994,1,1,1,0,0,2011-08-14T21:33:58Z,2025-05-04T04:22:29Z,2025-05-01T07:42:15Z,JavaScript,mit,30,30,30,42400
redash,getredash/redash,27258,4460,27258,714,28562,1,1,1,0,0,2013-10-28T13:19:39Z,2025-05-04T07:31:18Z,2025-05-01T13:15:58Z,Python,bsd-2-clause,30,30,30,4449
headlessui,tailwindlabs/headlessui,27249,1118,27249,116,6881,0,1,1,0,0,2020-09-16T09:53:09Z,2025-05-04T06:43:21Z,2025-04-25T12:52:34Z,TypeScript,mit,30,30,30,3333
Tvlist-awesome-m3u-m3u8,imDazui/Tvlist-awesome-m3u-m3u8,27238,3237,27238,25,1187,1,1,1,0,0,2017-02-18T03:59:25Z,2025-05-04T06:21:47Z,2023-12-24T09:46:43Z,,,30,1,30,26716
dioxus,DioxusLabs/dioxus,27232,1089,27232,424,41966,0,1,1,0,0,2021-01-15T01:57:26Z,2025-05-04T07:14:23Z,2025-05-04T07:38:17Z,Rust,apache-2.0,30,30,30,17279
mongoose,Automattic/mongoose,27214,3861,27214,227,138392,1,1,1,0,0,2010-04-06T21:39:05Z,2025-05-03T19:23:58Z,2025-05-02T18:55:55Z,JavaScript,mit,30,30,30,13519
vscodium,VSCodium/vscodium,27209,1266,27209,132,32671,0,0,1,0,0,2018-08-13T14:26:58Z,2025-05-04T05:43:17Z,2025-05-03T09:48:08Z,Shell,mit,30,30,30,12542
paperless-ngx,paperless-ngx/paperless-ngx,27113,1583,27113,10,211583,1,0,1,0,0,2022-02-12T21:56:52Z,2025-05-04T07:10:00Z,2025-05-04T05:57:11Z,Python,gpl-3.0,30,30,30,7181
JCSprout,crossoverJie/JCSprout,27106,7067,27106,45,1191,1,1,1,0,0,2017-12-17T09:06:50Z,2025-05-04T05:01:37Z,2024-05-21T02:46:20Z,Java,mit,30,23,30,9032
mongo,mongodb/mongo,27096,5651,27096,84,1154322,1,1,1,0,0,2009-01-15T16:15:18Z,2025-05-04T05:34:16Z,2025-05-03T18:43:25Z,C++,other,30,30,30,2231
taichi,taichi-dev/taichi,27051,2340,27051,884,60192,1,1,1,0,0,2016-11-24T10:00:05Z,2025-05-03T23:50:38Z,2025-04-30T10:21:47Z,C++,apache-2.0,30,30,30,11521
coder2gwy,coder2gwy/coder2gwy,27031,3723,27031,128,520,0,0,1,0,0,2020-12-30T14:40:50Z,2025-05-04T05:07:35Z,2022-02-11T08:56:20Z,,,30,3,30,2712
codemirror5,codemirror/codemirror5,27031,4967,27031,432,19247,0,0,1,0,0,2011-01-14T13:44:03Z,2025-05-04T02:10:10Z,2025-03-31T11:06:21Z,JavaScript,mit,30,30,30,2001
ExplorerPatcher,valinet/ExplorerPatcher,27030,1116,27030,230,8910,1,1,1,0,0,2021-08-09T14:17:24Z,2025-05-04T04:29:39Z,2025-02-16T09:06:29Z,C,gpl-2.0,30,13,30,2581
create-t3-app,t3-oss/create-t3-app,27020,1298,27020,74,8063,0,1,1,0,0,2022-05-24T13:31:01Z,2025-05-04T07:00:54Z,2025-04-14T15:49:40Z,TypeScript,mit,30,30,30,6289
so-vits-svc,svc-develop-team/so-vits-svc,27005,4980,27005,28,11145,1,1,1,0,1,2023-03-10T09:31:09Z,2025-05-04T07:18:09Z,2023-11-11T13:11:31Z,Python,agpl-3.0,30,30,30,38137
kit,go-kit/kit,26995,2461,26995,57,7390,0,0,1,0,0,2015-02-03T00:01:19Z,2025-05-04T02:12:37Z,2024-07-19T01:40:06Z,Go,mit,30,30,30,7272
keycloak,keycloak/keycloak,26966,7258,26966,2047,539846,0,1,1,0,0,2013-07-02T13:38:51Z,2025-05-04T07:24:21Z,2025-05-04T01:21:11Z,Java,apache-2.0,30,30,30,3936
legacy-homebrew,Homebrew/legacy-homebrew,26958,11270,26958,0,70241,0,0,0,0,1,2009-05-20T19:38:37Z,2025-05-03T21:13:52Z,2023-05-04T08:15:20Z,,,30,30,30,301
Signal-Android,signalapp/Signal-Android,26953,6378,26953,341,1709222,1,0,0,0,0,2011-12-15T20:01:12Z,2025-05-04T01:59:21Z,2025-04-30T19:56:00Z,Kotlin,agpl-3.0,30,30,30,3670
ace,ajaxorg/ace,26933,5297,26933,135,44296,1,1,1,0,0,2010-10-27T10:43:36Z,2025-05-04T05:18:56Z,2025-05-03T08:53:23Z,JavaScript,other,30,30,30,6754
fastai,fastai/fastai,26921,7592,26921,245,839478,1,1,1,0,0,2017-09-09T17:43:36Z,2025-05-03T21:18:09Z,2025-04-19T19:47:43Z,Jupyter Notebook,apache-2.0,30,30,30,6865
ai-hedge-fund,virattt/ai-hedge-fund,26915,4629,26915,103,1022,1,1,1,0,0,2024-11-29T16:30:01Z,2025-05-04T07:16:20Z,2025-05-02T21:24:37Z,Python,mit,30,20,30,8976
angular-cli,angular/angular-cli,26903,11975,26903,281,189319,0,0,1,0,0,2015-06-04T19:49:37Z,2025-05-04T05:56:35Z,2025-05-03T16:05:09Z,TypeScript,mit,30,30,30,10392
Rectangle,rxhanson/Rectangle,26887,820,26887,98,5194,1,1,1,0,0,2019-06-21T21:34:53Z,2025-05-04T06:58:22Z,2025-04-05T04:43:54Z,Swift,other,30,30,30,10944
xgboost,dmlc/xgboost,26878,8764,26878,455,33738,1,1,1,0,0,2014-02-06T17:28:03Z,2025-05-03T19:31:15Z,2025-05-02T06:26:59Z,C++,apache-2.0,30,30,30,4349
rethinkdb,rethinkdb/rethinkdb,26869,1851,26869,1352,280077,1,0,1,0,0,2012-10-30T05:37:47Z,2025-05-03T20:17:15Z,2025-05-01T07:39:11Z,C++,other,30,30,30,6242
srs,ossrs/srs,26842,5492,26842,255,254903,1,0,1,0,0,2015-04-29T06:59:32Z,2025-05-04T06:16:44Z,2025-05-04T00:29:06Z,C++,mit,30,30,30,14344
gkd,gkd-kit/gkd,26822,1340,26822,4,3408,0,0,1,0,0,2023-07-04T03:59:15Z,2025-05-04T06:57:14Z,2025-05-03T08:27:30Z,Kotlin,gpl-3.0,30,6,30,4192
Faker,fzaninotto/Faker,26801,3586,26801,228,10094,0,1,1,0,1,2011-10-14T22:49:02Z,2025-05-03T15:42:04Z,2024-03-20T13:44:54Z,PHP,mit,30,30,30,61732
spleeter,deezer/spleeter,26799,2929,26799,262,9630,1,1,1,0,0,2019-09-26T15:40:46Z,2025-05-04T06:06:47Z,2025-04-02T16:22:20Z,Python,mit,30,15,30,8690
gitflow,nvie/gitflow,26794,2667,26794,321,5251,1,1,1,0,0,2010-01-20T23:14:12Z,2025-05-04T02:57:05Z,2024-03-03T22:28:12Z,Shell,other,30,30,30,5060
hangzhou_house_knowledge,houshanren/hangzhou_house_knowledge,26793,5281,26793,104,868034,1,1,0,0,0,2018-02-24T01:54:18Z,2025-05-04T03:45:56Z,2022-02-28T10:57:30Z,CSS,,30,6,30,104357
ChatDev,OpenBMB/ChatDev,26788,3382,26788,47,242627,0,1,1,0,0,2023-08-28T02:18:13Z,2025-05-04T01:40:05Z,2025-04-03T09:05:29Z,Python,apache-2.0,30,30,30,16132
react-virtualized,bvaughn/react-virtualized,26762,3070,26762,2,48767,1,1,1,0,0,2015-11-03T00:48:07Z,2025-05-03T03:30:35Z,2025-01-20T21:42:24Z,JavaScript,mit,30,30,30,20359
nginx,nginx/nginx,26762,7270,26762,211,74814,1,1,1,0,0,2015-06-23T10:26:27Z,2025-05-04T07:03:14Z,2025-04-29T15:53:41Z,C,bsd-2-clause,30,30,30,14220
cascadia-code,microsoft/cascadia-code,26749,823,26749,147,28913,1,1,1,0,0,2019-07-10T22:50:20Z,2025-05-04T03:16:59Z,2025-03-06T03:26:32Z,Python,other,30,19,30,5490
next-auth,nextauthjs/next-auth,26678,3809,26678,473,68827,0,1,1,0,0,2018-01-27T12:28:16Z,2025-05-04T06:28:42Z,2025-05-01T15:21:58Z,TypeScript,isc,30,30,30,11498
30-Days-Of-React,Asabeneh/30-Days-Of-React,26676,7612,26676,237,18709,1,1,1,0,0,2020-09-29T13:38:54Z,2025-05-03T23:33:14Z,2025-02-11T09:51:09Z,JavaScript,,30,8,30,20898
GoodbyeDPI,ValdikSS/GoodbyeDPI,26652,2005,26652,136,285,1,0,1,0,0,2017-05-16T18:48:52Z,2025-05-04T04:01:27Z,2024-11-06T12:52:33Z,C,apache-2.0,30,16,30,12989
