name,full_name,stars,forks,watchers,open_issues,size,has_wiki,has_projects,has_downloads,is_fork,archived,created_at,updated_at,pushed_at,language,license,subscribers_count,contributors_count,commits_count,readme_size
freeCodeCamp,freeCodeCamp/freeCodeCamp,417516,39997,417516,283,497356,0,1,1,0,0,2014-12-24T17:49:19Z,2025-05-04T07:38:21Z,2025-05-03T11:08:48Z,TypeScript,bsd-3-clause,30,30,30,32109
build-your-own-x,codecrafters-io/build-your-own-x,377651,35155,377651,373,1061,0,0,1,0,0,2018-05-09T12:03:18Z,2025-05-04T07:38:32Z,2025-04-11T19:13:28Z,Markdown,,30,30,30,45203
awesome,sindresorhus/awesome,358846,29028,358846,58,1485,0,0,1,0,0,2014-07-11T13:42:37Z,2025-05-04T07:35:07Z,2025-04-08T10:52:40Z,,cc0-1.0,30,30,30,79018
free-programming-books,EbookFoundation/free-programming-books,356138,63279,356138,74,19455,0,0,1,0,0,2013-10-11T06:50:37Z,2025-05-04T07:22:44Z,2025-05-02T22:47:56Z,HTML,cc-by-4.0,30,30,30,15689
public-apis,public-apis/public-apis,338543,35717,338543,457,5030,0,0,1,0,0,2016-03-20T23:49:42Z,2025-05-04T07:12:05Z,2024-10-31T19:50:02Z,Python,mit,30,30,30,192180
developer-roadmap,kamranahmedse/developer-roadmap,317249,41157,317249,230,259532,1,0,1,0,0,2017-03-15T13:45:52Z,2025-05-04T07:26:24Z,2025-05-04T00:14:48Z,TypeScript,other,30,30,30,7912
coding-interview-university,jwasham/coding-interview-university,316796,78667,316796,68,22600,0,0,1,0,0,2016-06-06T02:34:12Z,2025-05-04T07:34:58Z,2024-12-05T23:47:30Z,,cc-by-sa-4.0,30,30,30,136655
system-design-primer,donnemartin/system-design-primer,297989,49513,297989,491,11220,1,1,1,0,0,2017-02-26T16:15:28Z,2025-05-04T07:35:26Z,2024-12-02T01:10:39Z,Python,other,30,30,30,109526
996.ICU,996icu/996.ICU,270809,21094,270809,16703,187831,0,0,1,0,0,2019-03-26T07:31:14Z,2025-05-04T07:32:24Z,2024-10-03T12:29:12Z,,other,30,30,30,6901
awesome-python,vinta/awesome-python,242301,25613,242301,477,6769,0,0,1,0,0,2014-06-27T21:00:06Z,2025-05-04T07:24:09Z,2024-08-11T17:10:18Z,Python,other,30,30,30,78506
react,facebook/react,235140,48382,235140,1027,883738,0,0,1,0,0,2013-05-24T16:15:54Z,2025-05-04T07:28:48Z,2025-05-03T07:26:10Z,JavaScript,mit,30,30,30,5317
awesome-selfhosted,awesome-selfhosted/awesome-selfhosted,227110,10605,227110,0,16697,0,0,1,0,0,2015-06-01T02:33:17Z,2025-05-04T07:28:28Z,2025-04-30T14:57:57Z,,other,30,30,30,307263
project-based-learning,practical-tutorials/project-based-learning,226554,29597,226554,221,438,1,1,1,0,0,2017-04-12T05:07:46Z,2025-05-04T07:19:18Z,2024-08-15T05:33:54Z,,mit,30,30,30,52018
vue,vuejs/vue,208807,33742,208807,603,32152,1,1,1,0,0,2013-07-29T03:24:51Z,2025-05-04T06:46:07Z,2024-10-10T07:24:15Z,TypeScript,mit,30,30,30,7874
Python,TheAlgorithms/Python,200128,46683,200128,381,15240,1,1,1,0,0,2016-07-16T09:44:01Z,2025-05-04T07:06:22Z,2025-04-28T17:56:04Z,Python,mit,30,30,30,2770
linux,torvalds/linux,192819,55722,192819,464,5556718,0,1,1,0,0,2011-09-04T22:48:12Z,2025-05-04T06:27:40Z,2025-05-03T23:32:30Z,C,other,30,0,30,726
javascript-algorithms,trekhleb/javascript-algorithms,191130,30656,191130,364,13564,0,0,1,0,0,2018-03-24T07:47:04Z,2025-05-04T06:27:07Z,2025-02-12T16:19:59Z,JavaScript,mit,30,30,30,25608
tensorflow,tensorflow/tensorflow,189761,74656,189761,8698,1186059,0,1,1,0,0,2015-11-07T01:19:20Z,2025-05-04T06:25:56Z,2025-05-04T07:36:50Z,C++,apache-2.0,30,30,30,11912
You-Dont-Know-JS,getify/You-Dont-Know-JS,181956,33617,181956,125,15059,0,1,1,0,0,2013-11-16T02:37:24Z,2025-05-04T07:04:07Z,2025-05-01T02:05:28Z,,other,30,30,30,4105
CS-Notes,CyC2018/CS-Notes,180011,51202,180011,187,116179,1,1,1,0,0,2018-02-13T14:56:24Z,2025-05-04T07:25:34Z,2024-08-21T09:40:10Z,,,30,30,30,8114
computer-science,ossu/computer-science,178875,22675,178875,14,1741,1,1,1,0,0,2014-05-04T00:18:39Z,2025-05-04T07:01:15Z,2025-04-11T22:35:04Z,HTML,mit,30,30,30,29788
ohmyzsh,ohmyzsh/ohmyzsh,178116,26064,178116,472,12788,1,1,1,0,0,2009-08-28T18:15:37Z,2025-05-04T06:47:57Z,2025-04-29T08:42:47Z,Shell,mit,30,30,30,21165
AutoGPT,Significant-Gravitas/AutoGPT,175009,45665,175009,190,242820,1,0,1,0,0,2023-03-16T09:21:07Z,2025-05-04T07:11:25Z,2025-05-03T23:24:42Z,Python,other,30,30,30,8895
bootstrap,twbs/bootstrap,172276,79083,172276,535,255166,0,1,1,0,0,2011-07-29T21:19:00Z,2025-05-04T05:40:48Z,2025-05-03T19:20:25Z,MDX,mit,30,30,30,13573
vscode,microsoft/vscode,170687,31951,170687,10095,1005839,1,1,1,0,0,2015-09-03T20:23:38Z,2025-05-04T07:34:26Z,2025-05-03T14:25:21Z,TypeScript,mit,30,30,30,6860
flutter,flutter/flutter,170060,28452,170060,13143,313081,1,1,1,0,0,2015-03-06T22:54:58Z,2025-05-04T06:38:40Z,2025-05-04T02:43:58Z,Dart,bsd-3-clause,30,30,30,6975
the-book-of-secret-knowledge,trimstray/the-book-of-secret-knowledge,168150,10531,168150,89,1748,0,0,1,0,0,2018-06-23T10:43:14Z,2025-05-04T07:30:12Z,2024-11-19T14:00:38Z,,mit,30,30,30,211676
gitignore,github/gitignore,166199,83088,166199,495,2568,0,0,1,0,0,2010-11-08T20:17:14Z,2025-05-04T06:59:59Z,2025-05-02T22:04:55Z,,cc0-1.0,30,30,30,7022
Python-100-Days,jackfrued/Python-100-Days,165697,53694,165697,716,396875,1,1,1,0,0,2018-03-01T16:05:52Z,2025-05-04T07:28:51Z,2025-03-28T10:29:23Z,Jupyter Notebook,,30,12,30,31103
the-art-of-command-line,jlevy/the-art-of-command-line,155830,14652,155830,248,2772,0,1,1,0,0,2015-05-20T15:11:03Z,2025-05-04T06:45:27Z,2024-06-25T18:13:44Z,,,30,30,30,40906
stable-diffusion-webui,AUTOMATIC1111/stable-diffusion-webui,151993,28274,151993,2397,36427,1,1,1,0,0,2022-08-22T14:05:26Z,2025-05-04T06:52:26Z,2025-05-03T06:17:03Z,Python,agpl-3.0,30,30,30,12924
JavaGuide,Snailclimb/JavaGuide,149447,45817,149447,70,176901,1,1,1,0,0,2018-05-07T13:27:00Z,2025-05-04T06:27:26Z,2025-04-28T23:08:00Z,Java,apache-2.0,30,30,30,21966
javascript,airbnb/javascript,146656,26744,146656,173,3689,1,0,1,0,0,2012-11-01T23:13:50Z,2025-05-04T07:03:09Z,2024-12-09T06:56:18Z,JavaScript,mit,30,30,30,129525
transformers,huggingface/transformers,143804,28837,143804,1792,301543,1,1,1,0,0,2018-10-29T13:56:00Z,2025-05-04T06:39:26Z,2025-05-03T17:59:17Z,Python,apache-2.0,30,30,30,16796
awesome-go,avelino/awesome-go,142973,12264,142973,118,10507,0,0,1,0,0,2014-07-06T13:42:15Z,2025-05-04T06:54:48Z,2025-05-01T04:45:23Z,Go,mit,30,30,30,357854
ollama,ollama/ollama,139431,11636,139431,1783,43685,0,0,1,0,0,2023-06-26T19:39:32Z,2025-05-04T07:38:56Z,2025-05-03T21:07:01Z,Go,mit,30,30,30,37003
youtube-dl,ytdl-org/youtube-dl,135472,10320,135472,4172,65437,0,1,1,0,0,2010-10-31T14:35:07Z,2025-05-04T06:07:02Z,2025-05-03T23:53:28Z,Python,unlicense,30,30,30,101042
Microsoft-Activation-Scripts,massgravel/Microsoft-Activation-Scripts,133272,12943,133272,0,10494,0,1,1,0,0,2020-01-12T23:03:34Z,2025-05-04T07:27:36Z,2025-05-03T20:52:03Z,Batchfile,gpl-3.0,30,8,30,3728
next.js,vercel/next.js,131561,28305,131561,3209,2235152,0,0,1,0,0,2016-10-05T23:32:51Z,2025-05-04T07:39:53Z,2025-05-04T07:05:14Z,JavaScript,mit,30,30,30,3337
fucking-algorithm,labuladong/fucking-algorithm,127775,23356,127775,42,126276,1,1,1,0,0,2020-02-19T09:01:23Z,2025-05-04T06:13:11Z,2025-01-31T06:30:22Z,Markdown,,30,30,30,34005
go,golang/go,127561,18008,127561,9436,392769,1,1,1,0,0,2014-08-19T04:33:40Z,2025-05-04T06:50:04Z,2025-05-02T20:30:54Z,Go,bsd-3-clause,30,30,30,1454
tech-interview-handbook,yangshun/tech-interview-handbook,125927,15367,125927,53,32500,1,0,1,0,0,2016-07-05T05:00:48Z,2025-05-04T06:12:05Z,2025-04-28T00:33:05Z,TypeScript,mit,30,30,30,10794
awesome-chatgpt-prompts,f/awesome-chatgpt-prompts,123884,16585,123884,264,1476,0,0,1,0,0,2022-12-05T13:54:13Z,2025-05-04T07:31:34Z,2025-04-30T18:07:10Z,JavaScript,cc0-1.0,30,30,30,135612
30-seconds-of-code,Chalarangelo/30-seconds-of-code,123537,12156,123537,1,706608,0,0,1,0,0,2017-11-29T17:35:03Z,2025-05-04T07:10:24Z,2025-04-30T19:36:09Z,JavaScript,cc-by-4.0,30,30,30,1540
react-native,facebook/react-native,121790,24623,121790,935,915908,1,1,1,0,0,2015-01-09T18:10:16Z,2025-05-04T06:52:30Z,2025-05-03T06:25:31Z,C++,mit,30,30,30,6480
scrcpy,Genymobile/scrcpy,121502,11439,121502,2372,7499,1,0,1,0,0,2017-11-21T18:00:27Z,2025-05-04T07:27:01Z,2025-05-03T11:52:27Z,C,apache-2.0,30,30,30,7499
PowerToys,microsoft/PowerToys,117975,6971,117975,6467,425922,1,1,1,0,0,2019-05-01T17:44:02Z,2025-05-04T06:16:17Z,2025-05-03T11:31:48Z,C#,mit,30,30,30,15148
electron,electron/electron,116614,16014,116614,958,168704,0,1,1,0,0,2013-04-12T01:47:36Z,2025-05-04T07:04:27Z,2025-05-04T02:50:47Z,C++,mit,30,30,30,5179
kubernetes,kubernetes/kubernetes,114865,40506,114865,2566,1367332,0,1,1,0,0,2014-06-06T22:56:04Z,2025-05-04T06:46:44Z,2025-05-03T06:03:55Z,Go,apache-2.0,30,30,30,4387
free-programming-books-zh_CN,justjavac/free-programming-books-zh_CN,113559,28304,113559,31,1059,0,0,1,0,0,2013-11-04T01:59:19Z,2025-05-04T06:55:58Z,2024-07-15T08:55:20Z,,gpl-3.0,30,30,30,51151
hello-algo,krahets/hello-algo,112124,13949,112124,27,362417,0,1,1,0,0,2022-11-04T11:08:34Z,2025-05-04T07:24:19Z,2025-04-27T08:56:26Z,Java,other,30,30,30,4716
node,nodejs/node,110952,31443,110952,2194,1331213,0,1,1,0,0,2014-11-26T19:57:11Z,2025-05-04T07:31:02Z,2025-05-04T00:40:17Z,JavaScript,other,30,30,30,40253
yt-dlp,yt-dlp/yt-dlp,110577,8680,110577,1901,53949,1,1,1,0,0,2020-10-26T04:22:55Z,2025-05-04T07:39:42Z,2025-05-03T20:11:40Z,Python,unlicense,30,30,30,168694
d3,d3/d3,110523,22871,110523,21,59338,0,0,1,0,0,2010-09-27T17:22:42Z,2025-05-04T05:47:13Z,2025-03-10T08:22:20Z,Shell,isc,30,30,30,1234
langchain,langchain-ai/langchain,106794,17352,106794,329,422694,0,1,1,0,0,2022-10-17T02:58:36Z,2025-05-04T07:22:45Z,2025-05-03T20:16:28Z,Jupyter Notebook,mit,30,30,30,5169
axios,axios/axios,106777,11135,106777,679,20426,0,1,1,0,0,2014-08-18T22:30:27Z,2025-05-04T03:32:45Z,2025-05-03T01:29:59Z,JavaScript,mit,30,30,30,65295
three.js,mrdoob/three.js,106022,35728,106022,555,1430128,1,0,0,0,0,2010-03-23T18:58:01Z,2025-05-04T06:30:49Z,2025-05-03T15:07:53Z,JavaScript,mit,30,30,30,2987
TypeScript,microsoft/TypeScript,104278,12818,104278,6019,2883060,1,1,1,0,0,2014-06-17T15:28:39Z,2025-05-04T06:52:12Z,2025-05-02T22:20:58Z,TypeScript,apache-2.0,30,30,30,2842
rust,rust-lang/rust,103217,13309,103217,10989,658964,0,1,1,0,0,2010-06-16T20:39:03Z,2025-05-04T06:53:26Z,2025-05-04T06:22:31Z,Rust,other,30,30,30,3147
create-react-app,facebook/create-react-app,103181,27009,103181,2312,25186,0,0,1,0,0,2016-07-17T14:55:11Z,2025-05-04T07:21:08Z,2025-02-15T01:32:11Z,JavaScript,mit,30,30,30,11690
HelloGitHub,521xueweihan/HelloGitHub,103160,9926,103160,223,6285,0,1,1,0,0,2016-05-04T06:24:11Z,2025-05-04T07:30:48Z,2025-04-29T04:00:46Z,Python,,30,9,30,5918
deno,denoland/deno,102826,5570,102826,2162,171669,1,0,1,0,0,2018-05-15T01:34:26Z,2025-05-04T07:35:09Z,2025-05-03T19:44:09Z,Rust,mit,30,30,30,3666
nodebestpractices,goldbergyoni/nodebestpractices,102488,10422,102488,79,69535,0,1,1,0,0,2017-09-15T08:33:19Z,2025-05-04T04:27:59Z,2025-04-15T21:52:42Z,Dockerfile,cc-by-sa-4.0,30,30,30,201064
excalidraw,excalidraw/excalidraw,98925,9621,98925,2129,93136,0,1,1,0,0,2020-01-02T01:04:43Z,2025-05-04T07:39:14Z,2025-05-04T06:56:26Z,TypeScript,mit,30,30,30,7660
terminal,microsoft/terminal,97979,8550,97979,1651,152704,1,1,1,0,0,2017-08-11T18:38:22Z,2025-05-04T07:30:29Z,2025-05-04T06:23:03Z,C++,mit,30,30,30,19039
angular,angular/angular,97646,26165,97646,1562,534504,0,1,1,0,0,2014-09-18T16:12:01Z,2025-05-04T06:46:13Z,2025-05-02T16:14:19Z,TypeScript,mit,30,30,30,4865
godot,godotengine/godot,96821,22299,96821,15365,1545807,0,1,1,0,0,2014-01-04T16:05:36Z,2025-05-04T07:04:14Z,2025-05-02T14:31:21Z,C++,mit,30,30,30,3983
DeepSeek-V3,deepseek-ai/DeepSeek-V3,96402,15685,96402,93,1764,0,1,1,0,0,2024-12-26T09:52:40Z,2025-05-04T06:32:31Z,2025-04-09T01:50:40Z,Python,mit,30,20,30,20829
dify,langgenius/dify,95526,14284,95526,664,91164,0,0,1,0,0,2023-04-12T07:40:24Z,2025-05-04T07:29:22Z,2025-05-03T12:08:08Z,TypeScript,other,30,30,30,14198
material-ui,mui/material-ui,95514,32556,95514,1802,687863,0,1,1,0,0,2014-08-18T19:11:54Z,2025-05-04T06:52:01Z,2025-05-04T03:23:57Z,TypeScript,mit,30,30,30,10828
free-for-dev,ripienaar/free-for-dev,95257,10302,95257,12,8572,0,0,1,0,0,2015-03-18T21:06:26Z,2025-05-04T07:36:08Z,2025-05-02T11:41:07Z,HTML,,30,30,30,297130
ant-design,ant-design/ant-design,94466,52163,94466,1301,219935,1,1,1,0,0,2015-04-24T15:37:24Z,2025-05-03T23:34:51Z,2025-05-01T02:06:37Z,TypeScript,mit,30,30,30,11516
frp,fatedier/frp,93423,13981,93423,67,30447,0,1,1,0,0,2015-12-21T15:24:59Z,2025-05-04T07:37:09Z,2025-04-28T06:25:22Z,Go,apache-2.0,30,30,30,42664
open-webui,open-webui/open-webui,93030,11783,93030,199,202089,1,0,1,0,0,2023-10-06T22:08:27Z,2025-05-04T07:36:22Z,2025-05-03T20:20:32Z,JavaScript,bsd-3-clause,30,30,30,14236
iptv,iptv-org/iptv,92945,3451,92945,285,854540,0,0,1,0,0,2018-11-14T22:00:57Z,2025-05-04T07:38:38Z,2025-05-04T00:13:21Z,TypeScript,unlicense,30,30,30,128391
clean-code-javascript,ryanmcdermott/clean-code-javascript,92864,12417,92864,108,520,1,1,1,0,0,2016-11-25T22:25:41Z,2025-05-04T05:25:11Z,2024-07-29T07:24:37Z,JavaScript,mit,30,30,30,58545
papers-we-love,papers-we-love/papers-we-love,92821,5931,92821,2,230835,0,0,1,0,0,2013-12-15T14:31:41Z,2025-05-04T07:28:58Z,2025-04-02T09:31:41Z,Shell,,30,30,30,5215
tauri,tauri-apps/tauri,92085,2832,92085,1096,96014,0,1,1,0,0,2019-07-13T09:09:37Z,2025-05-04T07:32:53Z,2025-05-04T01:18:46Z,Rust,apache-2.0,30,30,30,6070
Awesome-Hacking,Hack-with-Github/Awesome-Hacking,91978,9251,91978,23,160,0,0,1,0,0,2016-03-30T15:47:10Z,2025-05-04T06:52:33Z,2025-01-18T01:48:02Z,,cc0-1.0,30,25,30,12770
thefuck,nvbn/thefuck,91735,3685,91735,376,4043,1,1,1,0,0,2015-04-08T15:08:04Z,2025-05-04T07:05:49Z,2024-07-19T14:56:13Z,Python,mit,30,30,30,26495
java-design-patterns,iluwatar/java-design-patterns,91468,26946,91468,139,46692,1,0,1,0,0,2014-08-09T16:45:18Z,2025-05-04T06:26:18Z,2025-05-02T19:02:43Z,Java,other,30,30,30,145345
puppeteer,puppeteer/puppeteer,90564,9201,90564,269,1086147,0,0,1,0,0,2017-05-09T22:16:13Z,2025-05-04T06:45:11Z,2025-05-04T03:55:25Z,TypeScript,apache-2.0,30,30,30,2048
pytorch,pytorch/pytorch,89626,24042,89626,16239,1055584,1,1,1,0,0,2016-08-13T05:26:41Z,2025-05-04T07:30:46Z,2025-05-04T07:33:53Z,Python,other,30,30,30,26431
vue-element-admin,PanJiaChen/vue-element-admin,89258,30587,89258,1359,15433,1,1,1,0,0,2017-04-17T03:35:49Z,2025-05-04T06:35:14Z,2024-10-24T11:25:46Z,Vue,mit,30,30,30,9116
neovim,neovim/neovim,89161,6057,89161,1925,321637,1,1,1,0,0,2014-01-31T13:39:22Z,2025-05-04T07:31:20Z,2025-05-04T05:13:11Z,Vim Script,other,30,30,30,5685
DeepSeek-R1,deepseek-ai/DeepSeek-R1,89031,11512,89031,236,1585,0,1,1,0,0,2025-01-20T11:57:28Z,2025-05-04T07:14:32Z,2025-04-09T05:36:23Z,,mit,30,11,30,20736
n8n,n8n-io/n8n,88593,24209,88593,728,208475,0,0,1,0,0,2019-06-22T09:24:21Z,2025-05-04T07:37:37Z,2025-05-02T21:06:44Z,TypeScript,other,30,30,30,3670
Web-Dev-For-Beginners,microsoft/Web-Dev-For-Beginners,87715,13245,87715,140,95702,1,0,1,0,0,2020-11-10T02:44:00Z,2025-05-04T07:17:29Z,2025-03-10T20:27:28Z,JavaScript,mit,30,30,30,23373
rustdesk,rustdesk/rustdesk,87699,12466,87699,60,58543,1,1,1,0,0,2020-09-28T15:36:08Z,2025-05-04T07:19:01Z,2025-05-03T23:32:47Z,Rust,agpl-3.0,30,30,30,9790
tailwindcss,tailwindlabs/tailwindcss,87549,4507,87549,99,110528,0,0,1,0,0,2017-10-06T14:59:14Z,2025-05-04T03:35:35Z,2025-05-04T03:06:11Z,TypeScript,mit,30,30,30,2001
every-programmer-should-know,mtdvio/every-programmer-should-know,87017,8006,87017,54,183,1,1,1,0,0,2017-08-24T13:18:26Z,2025-05-04T05:45:14Z,2024-08-06T12:01:28Z,,cc-by-4.0,30,30,30,18362
storybook,storybookjs/storybook,86537,9532,86537,2217,979499,0,1,1,0,0,2016-03-18T04:23:44Z,2025-05-04T06:57:43Z,2025-05-03T20:16:39Z,TypeScript,mit,30,30,30,21761
ui,shadcn-ui/ui,86363,5846,86363,1763,27616,0,0,1,0,0,2023-01-04T12:43:27Z,2025-05-04T07:14:08Z,2025-04-30T16:22:36Z,TypeScript,mit,30,30,30,448
nvm,nvm-sh/nvm,84323,8744,84323,346,3869,0,0,1,0,0,2010-04-15T17:47:47Z,2025-05-04T06:53:32Z,2025-04-23T23:34:46Z,Shell,mit,30,30,30,50661
fastapi,fastapi/fastapi,84002,7293,84002,354,26152,1,1,1,0,0,2018-12-08T08:21:47Z,2025-05-04T07:17:15Z,2025-05-01T14:43:05Z,Python,mit,30,30,30,24029
django,django/django,83414,32547,83414,332,267661,0,0,1,0,0,2012-04-28T02:47:18Z,2025-05-04T07:38:34Z,2025-05-02T07:02:42Z,Python,bsd-3-clause,30,30,30,2017
bitcoin,bitcoin/bitcoin,83348,37167,83348,723,280735,0,1,0,0,0,2010-12-19T15:16:43Z,2025-05-04T07:07:27Z,2025-05-02T21:10:46Z,C++,mit,30,30,30,3438
NextChat,ChatGPTNextWeb/NextChat,83162,61200,83162,729,20274,0,1,1,0,0,2023-03-10T18:27:54Z,2025-05-04T07:01:15Z,2025-04-19T08:00:42Z,TypeScript,mit,30,30,30,17007
app-ideas,florinpop17/app-ideas,83094,9688,83094,479,614,1,1,1,0,0,2019-02-25T18:36:56Z,2025-05-04T05:52:30Z,2024-08-16T09:41:10Z,,mit,30,30,30,19511
awesome-mac,jaywcjlove/awesome-mac,82552,6499,82552,150,21178,1,1,1,0,0,2016-07-17T15:33:47Z,2025-05-04T07:00:45Z,2025-05-03T05:04:58Z,JavaScript,cc0-1.0,30,30,30,189846
HowToCook,Anduin2017/HowToCook,82508,9824,82508,420,464203,0,0,1,0,0,2020-02-29T10:43:49Z,2025-05-04T07:37:35Z,2025-05-03T17:51:52Z,Dockerfile,unlicense,30,30,30,22495
svelte,sveltejs/svelte,82475,4498,82475,818,113936,1,1,1,0,0,2016-11-20T18:13:05Z,2025-05-04T06:49:36Z,2025-05-03T19:43:41Z,JavaScript,mit,30,30,30,1730
generative-ai-for-beginners,microsoft/generative-ai-for-beginners,82157,42182,82157,26,131510,0,1,1,0,0,2023-06-19T16:28:59Z,2025-05-04T07:34:06Z,2025-04-28T03:50:42Z,Jupyter Notebook,mit,30,30,30,16872
gin,gin-gonic/gin,82060,8184,82060,857,3679,0,0,1,0,0,2014-06-16T23:57:25Z,2025-05-04T07:31:41Z,2025-04-21T22:48:27Z,Go,mit,30,30,30,8283
supabase,supabase/supabase,82035,8469,82035,627,1689158,0,1,1,0,0,2019-10-12T05:56:49Z,2025-05-04T06:23:24Z,2025-05-04T00:28:37Z,TypeScript,apache-2.0,30,30,30,17006
opencv,opencv/opencv,81984,56152,81984,2725,545268,1,1,1,0,0,2012-07-19T09:40:17Z,2025-05-04T06:25:58Z,2025-05-03T11:50:03Z,C++,apache-2.0,30,30,30,1702
animate.css,animate-css/animate.css,81641,16218,81641,58,2002,0,1,1,0,0,2011-10-12T10:07:38Z,2025-05-04T05:40:49Z,2024-07-29T19:34:21Z,CSS,other,30,30,30,2845
realworld,gothinkster/realworld,81519,7432,81519,70,35366,0,1,1,0,0,2016-02-26T20:49:53Z,2025-05-04T02:57:27Z,2024-12-02T17:20:18Z,TypeScript,mit,30,30,30,2438
whisper,openai/whisper,81090,9745,81090,97,4095,0,0,1,0,0,2022-09-16T20:02:54Z,2025-05-04T07:14:53Z,2025-01-04T20:56:17Z,Python,mit,30,30,30,7840
laravel,laravel/laravel,80781,24344,80781,32,10849,0,0,1,0,0,2011-06-08T03:06:08Z,2025-05-04T06:59:36Z,2025-04-16T11:37:18Z,Blade,,30,30,30,3929
hugo,gohugoio/hugo,80377,7804,80377,469,130628,0,1,1,0,0,2013-07-04T15:26:26Z,2025-05-04T07:35:09Z,2025-05-02T09:15:38Z,Go,apache-2.0,30,30,30,12535
mall,macrozheng/mall,80124,29228,80124,20,58689,1,1,1,0,0,2018-04-04T01:11:44Z,2025-05-04T06:56:59Z,2025-04-18T02:35:38Z,Java,apache-2.0,30,1,30,12996
llama.cpp,ggml-org/llama.cpp,79194,11605,79194,763,107337,1,1,1,0,0,2023-03-10T18:58:00Z,2025-05-04T06:57:39Z,2025-05-04T06:14:24Z,C++,mit,30,30,30,28494
v2rayN,2dust/v2rayN,79140,12573,79140,14,42219,1,0,1,0,0,2019-07-30T03:47:24Z,2025-05-04T07:31:23Z,2025-05-03T03:29:41Z,C#,gpl-3.0,30,30,30,914
FiraCode,tonsky/FiraCode,78879,3135,78879,409,89010,1,0,1,0,0,2014-11-11T19:32:38Z,2025-05-04T03:24:48Z,2025-03-14T13:13:57Z,Clojure,ofl-1.1,30,30,30,12287
mermaid,mermaid-js/mermaid,78819,7460,78819,1334,248927,1,1,1,0,0,2014-11-01T23:52:32Z,2025-05-04T07:38:47Z,2025-05-04T01:30:45Z,TypeScript,mit,30,30,30,24308
core,home-assistant/core,78430,33504,78430,3110,710069,0,1,1,0,0,2013-09-17T07:29:48Z,2025-05-04T07:37:06Z,2025-05-04T03:16:09Z,Python,apache-2.0,30,30,30,1964
bun,oven-sh/bun,77810,3056,77810,4831,252802,0,0,1,0,0,2021-04-14T00:48:17Z,2025-05-04T07:39:15Z,2025-05-04T06:01:51Z,Zig,other,30,30,30,21035
advanced-java,doocs/advanced-java,77545,19179,77545,0,26586,0,0,1,0,0,2018-10-06T11:38:30Z,2025-05-04T05:46:56Z,2025-04-23T12:30:49Z,Java,cc-by-sa-4.0,30,30,30,18125
models,tensorflow/models,77509,45613,77509,1251,640337,1,1,1,0,0,2016-02-05T01:15:20Z,2025-05-04T02:57:27Z,2025-05-02T18:56:37Z,Python,other,30,30,30,4937
manim,3b1b/manim,77152,6671,77152,458,76438,1,1,1,0,0,2015-03-22T18:50:58Z,2025-05-04T04:26:09Z,2025-03-20T19:00:35Z,Python,mit,30,30,30,6437
spring-boot,spring-projects/spring-boot,76996,41142,76996,534,189091,1,0,1,0,0,2012-10-19T15:02:57Z,2025-05-04T06:59:38Z,2025-05-02T15:37:47Z,Java,apache-2.0,30,30,30,8759
LeetCodeAnimation,MisterBooo/LeetCodeAnimation,75877,13988,75877,21,509807,1,1,1,0,0,2018-12-06T08:01:22Z,2025-05-03T20:26:22Z,2023-08-14T12:14:01Z,Java,,30,15,30,18892
ComfyUI,comfyanonymous/ComfyUI,75864,8283,75864,2333,69686,1,1,1,0,0,2023-01-17T03:15:56Z,2025-05-04T07:02:16Z,2025-05-03T23:07:59Z,Python,gpl-3.0,30,30,30,24853
devops-exercises,bregman-arie/devops-exercises,75600,16834,75600,36,7771,1,1,1,0,0,2019-10-03T17:31:21Z,2025-05-04T06:52:53Z,2025-04-24T19:36:05Z,Python,other,30,30,30,179922
Font-Awesome,FortAwesome/Font-Awesome,75178,12213,75178,4153,132252,1,1,1,0,0,2012-02-17T14:19:43Z,2025-05-04T07:20:03Z,2024-12-16T21:32:57Z,JavaScript,other,30,7,27,3596
awesome-interview-questions,DopplerHQ/awesome-interview-questions,74673,9074,74673,50,488,1,0,1,0,1,2015-11-28T09:48:17Z,2025-05-04T06:52:35Z,2024-07-29T14:21:23Z,,,30,30,30,49633
netdata,netdata/netdata,74458,6049,74458,219,231216,0,1,1,0,0,2013-06-17T18:39:10Z,2025-05-04T05:05:43Z,2025-05-04T00:24:38Z,C,gpl-3.0,30,30,30,70622
json-server,typicode/json-server,74143,7130,74143,712,4507,0,1,1,0,0,2013-11-27T13:21:13Z,2025-05-04T07:05:28Z,2025-03-31T11:11:50Z,JavaScript,other,30,30,30,5027
awesome-for-beginners,MunGell/awesome-for-beginners,73642,7244,73642,13,805,0,0,1,0,0,2015-10-24T19:53:36Z,2025-05-04T06:18:21Z,2025-04-24T23:03:14Z,,,30,30,30,47101
gpt4all,nomic-ai/gpt4all,73244,7983,73244,713,44833,1,1,1,0,0,2023-03-27T18:49:32Z,2025-05-04T02:25:51Z,2025-03-19T23:33:36Z,C++,mit,30,30,30,5925
github-readme-stats,anuraghazra/github-readme-stats,72962,24599,72962,404,5345,0,1,1,0,0,2020-07-09T10:34:22Z,2025-05-04T07:17:48Z,2025-05-02T17:31:23Z,JavaScript,mit,30,30,30,41342
awesome-vue,vuejs/awesome-vue,72841,9471,72841,56,12866,0,1,1,0,0,2015-10-20T00:16:14Z,2025-05-04T02:57:25Z,2025-04-16T15:38:54Z,,mit,30,30,30,150255
